Shoulder W,Shoulder X,Shoulder Y,Shoulder Z,Thorax W,Thorax X,Thorax Y,Thorax Z
0.546399,-0.09554,-0.830279,0.054379,-0.675732,0.087697,0.728264,0.072987
0.544411,-0.104356,-0.830748,0.050837,-0.675542,0.087782,0.728423,0.073062
0.541248,-0.112595,-0.831944,0.047348,-0.675257,0.08788,0.728671,0.0731
-0.537083,0.12031,0.833746,-0.043982,-0.674953,0.087973,0.728943,0.073082
-0.532282,0.127854,0.835862,-0.04079,-0.674736,0.088057,0.729138,0.07304
-0.527248,0.135634,0.837964,-0.037805,-0.674626,0.088121,0.729236,0.073003
-0.522234,0.143597,0.839899,-0.034956,-0.674519,0.088164,0.729335,0.07295
-0.517367,0.151382,0.841655,-0.032106,-0.67433,0.088207,0.72951,0.072897
-0.512563,0.158782,0.843334,-0.02924,-0.674084,0.08828,0.729726,0.072926
-0.507577,0.165995,0.845049,-0.02653,-0.673842,0.088397,0.729923,0.073045
-0.502524,0.173274,0.846681,-0.02404,-0.673625,0.088562,0.730091,0.073161
-0.497977,0.180566,0.847906,-0.021663,-0.673419,0.088785,0.73025,0.073205
-0.494347,0.18774,0.848531,-0.019256,-0.673249,0.089044,0.730376,0.073193
-0.491594,0.194817,0.848589,-0.016701,-0.673169,0.089283,0.730424,0.073156
-0.489407,0.201884,0.84825,-0.014015,-0.67317,0.089487,0.730402,0.073117
-0.487501,0.209053,0.84765,-0.011366,-0.67322,0.089692,0.730336,0.07308
-0.485804,0.216401,0.846809,-0.008884,-0.673321,0.089913,0.730222,0.073013
-0.484271,0.223774,0.845792,-0.00649,-0.673475,0.090134,0.730064,0.072903
-0.482866,0.230951,0.84468,-0.00407,-0.673661,0.090347,0.729877,0.072784
-0.481657,0.237911,0.843447,-0.00161,-0.673893,0.090582,0.72964,0.072727
-0.480694,0.244958,0.841979,0.000803,-0.674216,0.090853,0.729304,0.072757
-0.479888,0.252269,0.840273,0.003091,-0.674636,0.091134,0.728875,0.07281
-0.478866,0.259538,0.838629,0.005399,-0.6751,0.091428,0.728407,0.072833
-0.477171,0.266435,0.837411,0.00788,-0.675543,0.091765,0.727951,0.072864
-0.474547,0.272842,0.836813,0.010317,-0.675935,0.092114,0.727534,0.072945
-0.471152,0.279022,0.836666,0.012335,-0.676306,0.092414,0.727141,0.073048
-0.467531,0.285263,0.836565,0.014107,-0.676721,0.092721,0.726709,0.073115
-0.464124,0.291338,0.836331,0.016183,-0.677224,0.093144,0.726185,0.07312
-0.461017,0.297233,0.835926,0.018512,-0.677775,0.093663,0.725606,0.073104
-0.457814,0.303442,0.835407,0.02058,-0.678269,0.094188,0.725073,0.07313
-0.454248,0.310141,0.83485,0.022277,-0.678676,0.094676,0.724619,0.073228
-0.450932,0.316898,0.834065,0.023917,-0.679053,0.095103,0.724196,0.073362
-0.44845,0.323343,0.832877,0.025642,-0.679462,0.095456,0.723758,0.073444
-0.446429,0.329464,0.831504,0.02748,-0.679893,0.09579,0.723309,0.073439
-0.444063,0.335198,0.830401,0.029724,-0.680233,0.09616,0.722937,0.073476
-0.440965,0.340605,0.829754,0.032344,-0.680395,0.096549,0.722712,0.073671
-0.437414,0.346158,0.829245,0.034607,-0.680467,0.096908,0.722567,0.073962
-0.433806,0.352181,0.828545,0.035974,-0.680574,0.097251,0.722393,0.074223
-0.430262,0.35855,0.827631,0.036654,-0.680763,0.097643,0.722144,0.074396
-0.426878,0.36503,0.826522,0.037269,-0.681047,0.098116,0.721802,0.074501
-0.423888,0.371392,0.825171,0.038453,-0.681399,0.098651,0.721387,0.0746
-0.421382,0.377549,0.823572,0.040281,-0.681759,0.099168,0.720961,0.074736
-0.419246,0.383639,0.821749,0.042227,-0.682084,0.099557,0.720581,0.074913
-0.417334,0.389728,0.819764,0.043947,-0.682323,0.099795,0.720298,0.07515
-0.415479,0.395708,0.817757,0.045467,-0.682431,0.099976,0.720138,0.075467
-0.413494,0.401536,0.815843,0.04681,-0.682466,0.100258,0.720033,0.075774
-0.411274,0.407319,0.814028,0.047993,-0.68267,0.100986,0.719736,0.075784
-0.408897,0.413133,0.812222,0.049185,-0.683278,0.102468,0.719003,0.075268
-0.406645,0.418935,0.810292,0.050595,-0.683913,0.104004,0.718235,0.074731
-0.404745,0.424683,0.80814,0.052312,-0.683794,0.104297,0.718265,0.075115
-0.403022,0.430428,0.805834,0.054194,-0.682961,0.103396,0.719049,0.076434
-0.401248,0.436234,0.803468,0.056031,-0.682255,0.102695,0.719681,0.077722
-0.399528,0.442046,0.801021,0.057777,-0.682033,0.102903,0.719787,0.078418
-0.397836,0.4477,0.798596,0.05947,-0.682011,0.103584,0.719671,0.078776
-0.395777,0.45316,0.796424,0.060965,-0.681969,0.104245,0.71958,0.079099
-0.393092,0.458445,0.794637,0.062118,-0.681876,0.104753,0.719559,0.079416
-0.389868,0.463407,0.793263,0.063164,-0.68182,0.105283,0.719515,0.0796
-0.386546,0.468074,0.792049,0.064392,-0.682056,0.10634,0.719157,0.079403
-0.383725,0.472748,0.790529,0.065798,-0.68276,0.108302,0.718272,0.078703
-0.381621,0.477485,0.788571,0.067302,-0.683549,0.11052,0.717263,0.077968
-0.380052,0.482082,0.786394,0.068861,-0.683789,0.111807,0.716847,0.077863
-0.378673,0.486473,0.784218,0.070376,-0.683294,0.111749,0.717253,0.078551
-0.377102,0.49076,0.782182,0.071697,-0.682494,0.111089,0.718001,0.079602
-0.375101,0.494919,0.78042,0.072788,-0.682001,0.110946,0.718406,0.080359
-0.372648,0.498859,0.779001,0.073691,-0.681938,0.111546,0.718343,0.080629
-0.36994,0.502583,0.777823,0.07447,-0.682038,0.112405,0.718107,0.080689
-0.367253,0.506034,0.776781,0.075275,-0.682098,0.113221,0.717916,0.080748
-0.364726,0.509093,0.775884,0.076181,-0.682185,0.114128,0.717695,0.080695
-0.362522,0.511751,0.775077,0.077091,-0.682653,0.115574,0.717073,0.080209
-0.36082,0.514155,0.774193,0.077963,-0.683654,0.117632,0.715891,0.079248
-0.359412,0.516499,0.773207,0.078764,-0.684723,0.119556,0.714652,0.07832
-0.357862,0.51885,0.772293,0.079328,-0.685378,0.120745,0.713879,0.077807
-0.356044,0.521091,0.771589,0.079666,-0.685549,0.121242,0.713647,0.077664
-0.354061,0.523027,0.771151,0.08006,-0.685147,0.120943,0.71405,0.077971
-0.351946,0.524607,0.77098,0.08069,-0.684198,0.119844,0.715056,0.07878
-0.3499,0.525973,0.770893,0.081524,-0.683326,0.118863,0.715965,0.079569
-0.34839,0.527238,0.770616,0.08243,-0.683111,0.118852,0.716143,0.079828
-0.347687,0.528396,0.77005,0.083271,-0.683366,0.11952,0.715807,0.079668
-0.3476,0.529411,0.769307,0.084048,-0.683666,0.120236,0.715429,0.079405
-0.347743,0.53025,0.768583,0.084789,-0.683872,0.120764,0.715164,0.079219
-0.347798,0.530887,0.768051,0.085401,-0.683989,0.121093,0.715004,0.079149
-0.347623,0.531302,0.7678,0.085792,-0.684035,0.12123,0.714937,0.079141
-0.347343,0.531484,0.767773,0.086042,-0.684063,0.121221,0.714914,0.079132
-0.347262,0.531457,0.767798,0.086303,-0.684097,0.121124,0.714901,0.079106
-0.34751,0.531288,0.767772,0.086583,-0.684123,0.120962,0.714905,0.07908
-0.347856,0.531014,0.767787,0.086741,-0.684128,0.12074,0.714938,0.079079
-0.347966,0.530612,0.768024,0.086655,-0.684109,0.120469,0.715,0.079107
-0.347814,0.530045,0.768515,0.086378,-0.684074,0.120147,0.715084,0.079139
-0.347862,0.529299,0.769044,0.086054,-0.684043,0.119748,0.715177,0.079162
-0.348651,0.528406,0.769333,0.085765,-0.684029,0.119254,0.715271,0.079182
-0.350153,0.527425,0.769337,0.085655,-0.684038,0.118689,0.715355,0.079196
-0.351733,0.526332,0.769347,0.085811,-0.684066,0.118124,0.715421,0.079205
-0.352789,0.525017,0.769752,0.085898,-0.684082,0.117591,0.715489,0.079243
-0.353271,0.523464,0.770637,0.085461,-0.68406,0.117056,0.715589,0.079321
-0.353606,0.521725,0.771755,0.084621,-0.684038,0.116559,0.715683,0.079395
-0.354288,0.519782,0.772822,0.083981,-0.684156,0.116297,0.71562,0.079337
-0.355514,0.517711,0.773675,0.083739,-0.684481,0.116414,0.715324,0.079022
-0.357131,0.515693,0.774302,0.083516,-0.684822,0.116685,0.715005,0.078561
-0.359013,0.513656,0.774826,0.083141,-0.685092,0.116991,0.714752,0.078051
-0.361046,0.511324,0.775452,0.082869,-0.68539,0.117378,0.714461,0.077516
-0.362748,0.50873,0.776379,0.082731,-0.685601,0.11753,0.714269,0.077183
-0.36376,0.506139,0.777635,0.082379,-0.68563,0.117299,0.714287,0.077109
-0.364471,0.503569,0.77904,0.081707,-0.685528,0.116849,0.714457,0.077127
-0.365632,0.500807,0.780347,0.081015,-0.685366,0.116286,0.714703,0.077143
-0.367586,0.497764,0.781424,0.080544,-0.685278,0.115717,0.714881,0.07713
-0.370107,0.494469,0.782353,0.080285,-0.685369,0.115281,0.714868,0.077095
-0.372871,0.490945,0.783282,0.08006,-0.685522,0.115041,0.714763,0.077066
-0.375602,0.487325,0.784277,0.079669,-0.685485,0.114984,0.714809,0.077052
-0.377866,0.483716,0.785486,0.079045,-0.685242,0.114969,0.715053,0.076976
-0.379446,0.48007,0.787041,0.078233,-0.685152,0.114731,0.715209,0.076679
-0.380668,0.476256,0.788858,0.077302,-0.685319,0.114139,0.715189,0.076252
-0.382109,0.472145,0.790722,0.076354,-0.685279,0.113063,0.71541,0.076146
-0.38427,0.467786,0.792342,0.075542,-0.684707,0.111314,0.716177,0.07665
-0.387404,0.463461,0.793411,0.074975,-0.683972,0.109439,0.717086,0.077415
-0.391229,0.459354,0.79396,0.074574,-0.683578,0.10839,0.717567,0.077907
-0.394994,0.455184,0.794529,0.074232,-0.683476,0.108213,0.717667,0.078124
-0.398193,0.450561,0.795587,0.074011,-0.683528,0.10835,0.717587,0.078223
-0.400998,0.44552,0.797022,0.073951,-0.683905,0.108702,0.717198,0.078003
-0.403843,0.440285,0.798489,0.073989,-0.684697,0.109488,0.716403,0.077257
-0.406907,0.434881,0.799895,0.073976,-0.685569,0.110301,0.715537,0.076386
-0.410124,0.429308,0.80129,0.073668,-0.685925,0.110287,0.715231,0.07608
-0.413342,0.423681,0.802689,0.073029,-0.685414,0.10918,0.71585,0.076458
-0.416462,0.417899,0.804162,0.072419,-0.684482,0.107948,0.716889,0.076823
-0.419531,0.411638,0.805828,0.072042,-0.683931,0.107724,0.717477,0.076554
-0.422859,0.404736,0.807619,0.071629,-0.683654,0.107723,0.71777,0.076285
-0.42679,0.397451,0.809231,0.070905,-0.683156,0.106616,0.718353,0.076815
-0.431024,0.390386,0.810513,0.069898,-0.682674,0.104954,0.718968,0.077621
-0.434757,0.383991,0.811662,0.068861,-0.68262,0.103929,0.719144,0.077853
-0.437679,0.37822,0.812885,0.067852,-0.682958,0.10384,0.71889,0.07735
-0.440105,0.37252,0.814291,0.066841,-0.683285,0.104109,0.718626,0.076543
-0.442353,0.366203,0.816005,0.065997,-0.683124,0.103859,0.718862,0.076111
-0.444842,0.358874,0.817967,0.065236,-0.682592,0.103129,0.719463,0.076196
-0.448013,0.350564,0.819927,0.064102,-0.682181,0.102513,0.719909,0.076498
-0.451886,0.341694,0.821687,0.062254,-0.68186,0.101949,0.720266,0.076756
-0.456009,0.332983,0.823161,0.059873,-0.681195,0.101058,0.721023,0.076725
-0.45991,0.325222,0.824266,0.05743,-0.680165,0.099936,0.722185,0.076401
-0.463542,0.318619,0.824954,0.055323,-0.67927,0.099045,0.723196,0.075958
-0.467076,0.312472,0.825418,0.053724,-0.679034,0.098512,0.723551,0.075382
-0.470651,0.306035,0.825882,0.052435,-0.679446,0.09812,0.723287,0.074707
-0.474634,0.299201,0.826191,0.051077,-0.679841,0.097762,0.723007,0.07429
-0.479601,0.292185,0.825947,0.049217,-0.679702,0.097342,0.723189,0.074345
-0.485655,0.284816,0.825132,0.046646,-0.679066,0.096653,0.723848,0.074646
-0.492105,0.276841,0.824185,0.043709,-0.678248,0.095643,0.724725,0.074867
-0.498214,0.268977,0.823267,0.040829,-0.677586,0.094556,0.725483,0.0749
-0.503668,0.262218,0.822257,0.038141,-0.677273,0.09374,0.725894,0.074782
-0.508481,0.256555,0.821189,0.035705,-0.677324,0.093401,0.725922,0.074472
-0.512976,0.251185,0.820146,0.033522,-0.677592,0.093504,0.72572,0.07387
-0.517483,0.245262,0.819186,0.0315,-0.677772,0.093662,0.725603,0.07317
-0.522199,0.238464,0.818274,0.02951,-0.677609,0.093333,0.725828,0.072858
-0.52725,0.231072,0.817235,0.027214,-0.677143,0.092441,0.726355,0.07308
-0.532396,0.223587,0.816072,0.02428,-0.676727,0.091442,0.726832,0.073446
-0.537056,0.216431,0.815041,0.020904,-0.676658,0.090697,0.726979,0.073552
-0.54087,0.20985,0.814319,0.017531,-0.676922,0.090315,0.726811,0.073252
-0.543785,0.203827,0.813969,0.014383,-0.677382,0.090348,0.726439,0.07264
0.545851,-0.19811,-0.814042,-0.011579,-0.677912,0.090552,0.725977,0.072061
0.547352,-0.192518,-0.814407,-0.009101,-0.67838,0.0906,0.725563,0.071773
0.548723,-0.186912,-0.814814,-0.006749,-0.678683,0.090481,0.725305,0.071666
0.550292,-0.18106,-0.815093,-0.004378,-0.678734,0.090278,0.725291,0.071578
0.552268,-0.1748,-0.815133,-0.001813,-0.6785,0.089988,0.725553,0.071506
0.554689,-0.168296,-0.814859,0.00127,-0.678149,0.089646,0.725927,0.071464
0.557296,-0.162046,-0.814333,0.004861,-0.677938,0.08937,0.726161,0.071431
0.559684,-0.156485,-0.813753,0.008494,-0.677938,0.089235,0.726185,0.071363
0.561573,-0.15159,-0.813337,0.011778,-0.67806,0.089188,0.726091,0.071221
0.562933,-0.146966,-0.8132,0.014576,-0.678197,0.089144,0.725984,0.071056
0.563909,-0.142169,-0.813331,0.016948,-0.678279,0.089058,0.72593,0.070935
0.564641,-0.136829,-0.813692,0.019084,-0.67828,0.088921,0.725957,0.070822
0.56517,-0.130728,-0.814274,0.021233,-0.678211,0.088758,0.726059,0.070642
0.565433,-0.12406,-0.815067,0.023672,-0.678088,0.088613,0.726214,0.070412
0.565411,-0.117363,-0.815987,0.026481,-0.677928,0.088515,0.726389,0.070262
0.565253,-0.111021,-0.816882,0.029426,-0.677745,0.088468,0.726566,0.070262
0.565104,-0.105127,-0.817661,0.032194,-0.677556,0.088411,0.726744,0.070309
0.565035,-0.099685,-0.818288,0.03469,-0.677359,0.088256,0.726949,0.070283
0.565185,-0.094565,-0.818685,0.037116,-0.677064,0.087945,0.727272,0.070173
0.565559,-0.089384,-0.818892,0.039615,-0.676578,0.087467,0.727795,0.070036
0.565824,-0.083743,-0.819187,0.041984,-0.675972,0.086936,0.728431,0.069949
0.565703,-0.077582,-0.819763,0.04416,-0.675405,0.086503,0.729008,0.069949
0.565171,-0.071205,-0.820591,0.046286,-0.674962,0.086229,0.729443,0.070019
0.56442,-0.064931,-0.821507,0.048366,-0.674674,0.086107,0.729713,0.070144
0.56383,-0.058887,-0.82224,0.050495,-0.674465,0.086038,0.729895,0.070338
0.563669,-0.05309,-0.822601,0.052785,-0.674175,0.085895,0.730157,0.070577
0.563917,-0.047466,-0.822619,0.055151,-0.673745,0.085688,0.730556,0.070802
0.564339,-0.041814,-0.822475,0.057514,-0.673237,0.085495,0.731025,0.071027
0.564693,-0.03604,-0.822334,0.059922,-0.672704,0.08531,0.73151,0.07131
0.564931,-0.030199,-0.82222,0.062407,-0.672158,0.085074,0.732004,0.071663
0.565126,-0.024256,-0.822092,0.064874,-0.671635,0.084809,0.732474,0.072076
0.565385,-0.018044,-0.821879,0.0673,-0.671205,0.084591,0.732849,0.072526
0.565883,-0.011529,-0.821441,0.069845,-0.670908,0.084468,0.733094,0.072949
0.566681,-0.004965,-0.820717,0.072603,-0.670675,0.084426,0.733278,0.073284
0.567518,0.001467,-0.819904,0.075357,-0.670376,0.084407,0.733529,0.073526
0.567941,0.007819,-0.819351,0.077762,-0.67,0.084368,0.733858,0.073717
0.567724,0.014064,-0.819211,0.079906,-0.669601,0.084311,0.734208,0.073924
0.567147,0.020269,-0.819246,0.08228,-0.669241,0.084266,0.734517,0.074162
0.566589,0.026759,-0.819157,0.085103,-0.669038,0.084357,0.734676,0.074322
0.566056,0.033913,-0.81895,0.08804,-0.669047,0.08471,0.734627,0.07432
0.565469,0.041573,-0.818688,0.090922,-0.669084,0.085146,0.734547,0.07428
0.564826,0.049073,-0.818365,0.094037,-0.668884,0.085364,0.734693,0.074383
0.564075,0.05626,-0.818027,0.097396,-0.66834,0.085258,0.735169,0.074692
0.563346,0.06364,-0.817592,0.100674,-0.667471,0.08481,0.735959,0.075191
0.562911,0.071433,-0.816848,0.103868,-0.666515,0.084171,0.736845,0.075711
0.562655,0.079463,-0.815855,0.107169,-0.665765,0.083615,0.737553,0.076032
0.562309,0.08766,-0.8148,0.110563,-0.665206,0.083224,0.738088,0.076161
0.561921,0.095867,-0.813661,0.114061,-0.664688,0.08291,0.738583,0.076238
0.561487,0.104105,-0.812448,0.117572,-0.664183,0.082604,0.73906,0.076339
0.560895,0.112512,-0.811222,0.121069,-0.66375,0.082318,0.739468,0.076463
0.560148,0.120946,-0.809952,0.124833,-0.663493,0.082144,0.739711,0.076524
0.559318,0.129522,-0.808566,0.128872,-0.663509,0.082196,0.739704,0.076402
0.558479,0.138508,-0.807015,0.132826,-0.663684,0.082398,0.739551,0.076148
0.557581,0.147776,-0.805373,0.136527,-0.663723,0.082464,0.739528,0.075962
0.556509,0.157101,-0.803732,0.140114,-0.663539,0.082296,0.739718,0.075902
0.555266,0.16635,-0.802073,0.143826,-0.663233,0.082063,0.740017,0.075917
0.553968,0.175496,-0.800306,0.147751,-0.662812,0.081857,0.740404,0.076035
0.552724,0.184718,-0.798344,0.151731,-0.662175,0.08155,0.740979,0.076316
0.551548,0.194108,-0.796166,0.15568,-0.661283,0.081007,0.741788,0.076768
0.550487,0.203543,-0.793732,0.159762,-0.660397,0.080387,0.742597,0.077224
0.549672,0.21297,-0.790949,0.164023,-0.659851,0.079983,0.743105,0.077427
0.549113,0.222398,-0.787832,0.168329,-0.659593,0.079796,0.743363,0.077341
0.548734,0.231725,-0.784461,0.172672,-0.659356,0.079641,0.743608,0.077163
0.548485,0.240905,-0.780873,0.177106,-0.659105,0.079518,0.743857,0.077033
0.548261,0.250064,-0.777116,0.18157,-0.659033,0.079589,0.743931,0.076867
0.547999,0.259272,-0.773219,0.186031,-0.659219,0.079859,0.743771,0.076536
0.547774,0.26849,-0.769122,0.190547,-0.659406,0.080062,0.743626,0.076126
0.547554,0.277665,-0.764844,0.195193,-0.659328,0.080035,0.743731,0.075798
0.547256,0.286713,-0.760466,0.199998,-0.659057,0.079883,0.744011,0.075565
0.54692,0.295619,-0.755987,0.204871,-0.658782,0.079732,0.744289,0.075382
0.546545,0.304526,-0.751393,0.209669,-0.658578,0.079614,0.744497,0.075239
0.546075,0.313556,-0.746704,0.214284,-0.65843,0.079496,0.744654,0.075106
0.545569,0.32259,-0.741934,0.218686,-0.658303,0.079338,0.744801,0.074935
0.545124,0.331405,-0.737089,0.222958,-0.658149,0.079149,0.744977,0.07473
0.544711,0.339918,-0.732198,0.227226,-0.657968,0.078978,0.745174,0.074546
0.544373,0.348162,-0.727216,0.231512,-0.657841,0.078843,0.745315,0.074389
0.544071,0.356146,-0.722212,0.235706,-0.65784,0.078729,0.745346,0.074213
0.543611,0.363752,-0.717446,0.239671,-0.657962,0.07861,0.745273,0.073993
0.543109,0.371035,-0.712818,0.243427,-0.658159,0.078495,0.745135,0.073747
0.542564,0.378532,-0.707949,0.247279,-0.658377,0.078433,0.744972,0.073518
0.541834,0.38647,-0.702676,0.251602,-0.658602,0.078472,0.744788,0.073325
0.541251,0.394402,-0.696982,0.256342,-0.658828,0.078641,0.744587,0.073151
0.541206,0.401896,-0.690931,0.261131,-0.659023,0.078975,0.744395,0.072985
0.541609,0.408646,-0.684816,0.265886,-0.659184,0.07938,0.744226,0.072817
0.542052,0.414651,-0.678948,0.270692,-0.659464,0.079279,0.744014,0.072569
0.542508,0.420276,-0.673176,0.275477,-0.660128,0.077744,0.743629,0.072126
0.543076,0.425783,-0.667293,0.280175,-0.661134,0.074933,0.743082,0.071525
0.543389,0.431144,-0.661582,0.284873,-0.661972,0.072721,0.742607,0.070984
0.543316,0.436309,-0.656207,0.289542,-0.662345,0.072356,0.74234,0.070669
0.542949,0.441376,-0.651121,0.293998,-0.662462,0.073065,0.742176,0.070577
0.542409,0.446396,-0.646242,0.298152,-0.662559,0.073812,0.742015,0.070579
0.541909,0.451314,-0.641423,0.302039,-0.662714,0.07438,0.741826,0.070517
0.541358,0.456095,-0.636728,0.305755,-0.662909,0.074899,0.741617,0.070328
0.540588,0.46074,-0.632277,0.309367,-0.663042,0.075404,0.741466,0.070126
0.539641,0.465215,-0.62803,0.312956,-0.662949,0.075726,0.741516,0.070134
0.538841,0.4694,-0.623738,0.316646,-0.66257,0.075764,0.741822,0.070438
0.538475,0.473247,-0.619201,0.320425,-0.662153,0.075759,0.742155,0.070846
0.538205,0.476948,-0.614655,0.324124,-0.661971,0.075998,0.742267,0.071122
0.537429,0.480756,-0.610495,0.327628,-0.661963,0.076482,0.742214,0.071234
0.536447,0.484611,-0.606528,0.330909,-0.661952,0.077052,0.74216,0.07128
0.535974,0.488255,-0.602301,0.334024,-0.661901,0.07758,0.742146,0.071333
0.535838,0.491568,-0.597961,0.337168,-0.661853,0.078025,0.742134,0.071411
0.535221,0.494546,-0.594146,0.340519,-0.661807,0.078486,0.742115,0.071531
0.533652,0.497387,-0.591165,0.344013,-0.661639,0.079247,0.742164,0.071737
0.532059,0.500405,-0.588122,0.347304,-0.661269,0.080572,0.74233,0.071958
0.531725,0.503148,-0.584224,0.350419,-0.660985,0.082328,0.742394,0.071921
0.532188,0.505031,-0.580127,0.353798,-0.660941,0.083884,0.742287,0.071634
0.532545,0.506688,-0.576185,0.357313,-0.66068,0.084487,0.742448,0.071652
0.532695,0.508765,-0.572158,0.360597,-0.660016,0.084193,0.743019,0.072206
0.532495,0.511043,-0.568327,0.363716,-0.659497,0.083875,0.743462,0.072756
0.531803,0.513487,-0.564922,0.366579,-0.659634,0.083933,0.743329,0.072798
0.530922,0.516176,-0.561761,0.368929,-0.660483,0.084427,0.742574,0.07223
0.530283,0.51867,-0.558746,0.370925,-0.661749,0.08577,0.741392,0.071202
0.529678,0.52089,-0.555994,0.372808,-0.662848,0.087831,0.740267,0.070165
0.528737,0.5232,-0.553531,0.374568,-0.663293,0.089629,0.739705,0.069611
0.527685,0.525642,-0.551086,0.376235,-0.663208,0.090676,0.73966,0.06955
0.526749,0.528132,-0.548412,0.377963,-0.662904,0.091337,0.739835,0.069718
0.525734,0.53074,-0.545584,0.379812,-0.662644,0.091952,0.739977,0.069874
0.524641,0.533284,-0.542828,0.381703,-0.66261,0.092446,0.739953,0.069795
0.523683,0.535369,-0.540373,0.383578,-0.662612,0.092542,0.739982,0.069335
0.522762,0.537063,-0.538296,0.385384,-0.662446,0.092172,0.740251,0.068548
0.522207,0.538573,-0.536158,0.387005,-0.662262,0.091778,0.740531,0.067815
0.522513,0.539783,-0.533575,0.388473,-0.662272,0.091787,0.740555,0.06745
0.52304,0.540728,-0.530993,0.389985,-0.662458,0.092079,0.740362,0.067337
0.523031,0.541806,-0.528896,0.391349,-0.662709,0.09232,0.740119,0.067216
0.522608,0.543167,-0.527246,0.392253,-0.662953,0.092439,0.739907,0.066976
0.522077,0.544535,-0.525835,0.392957,-0.663182,0.092701,0.739703,0.0666
0.521506,0.545791,-0.52457,0.393662,-0.663432,0.093293,0.739453,0.066054
0.520907,0.547064,-0.523589,0.393994,-0.663723,0.094075,0.739154,0.065371
0.520324,0.54836,-0.522992,0.393756,-0.664037,0.094798,0.738836,0.064722
0.519676,0.549429,-0.522731,0.393467,-0.664332,0.09532,0.738545,0.064259
0.518908,0.549961,-0.522666,0.393823,-0.66457,0.095664,0.738311,0.063973
0.518254,0.550044,-0.522473,0.394824,-0.664765,0.095927,0.738118,0.063779
0.517935,0.550182,-0.521818,0.395915,-0.664929,0.096158,0.737953,0.063624
0.517977,0.550491,-0.520761,0.396822,-0.665037,0.09635,0.737843,0.063485
0.518356,0.550635,-0.519619,0.397623,-0.665117,0.09652,0.737762,0.063325
0.519039,0.550487,-0.518563,0.398314,-0.665239,0.096738,0.73764,0.063133
0.519985,0.550131,-0.517594,0.398832,-0.665414,0.097047,0.737457,0.06295
0.520946,0.549728,-0.516808,0.399153,-0.665605,0.097425,0.73725,0.062775
0.521558,0.549464,-0.516396,0.399252,-0.665776,0.097808,0.73706,0.062597
0.521748,0.549388,-0.516392,0.399112,-0.665888,0.098055,0.736933,0.062509
0.521642,0.549435,-0.516694,0.398796,-0.665835,0.097939,0.736984,0.062665
0.521343,0.549561,-0.517151,0.398421,-0.665617,0.097492,0.737208,0.063034
0.521015,0.549732,-0.517555,0.398089,-0.665685,0.097487,0.737139,0.063135
0.520859,0.549855,-0.517755,0.397863,-0.666291,0.098336,0.736517,0.062677
0.520977,0.549804,-0.517769,0.397761,-0.66693,0.099231,0.73587,0.062079
0.521303,0.549501,-0.517751,0.397777,-0.667234,0.099592,0.735577,0.061701
0.521733,0.548907,-0.517837,0.39792,-0.667338,0.09965,0.735489,0.061535
0.522387,0.547921,-0.517986,0.398228,-0.667439,0.099676,0.735395,0.061519
0.523293,0.546648,-0.518082,0.398662,-0.667607,0.099703,0.735234,0.061581
0.524115,0.54569,-0.518039,0.398951,-0.667815,0.099719,0.735037,0.061648
0.524622,0.545419,-0.517838,0.398915,-0.668018,0.099769,0.734842,0.061689
0.524733,0.545491,-0.517759,0.398774,-0.668189,0.09985,0.734676,0.061684
0.524335,0.545584,-0.518171,0.398634,-0.668322,0.099937,0.734551,0.061595
0.523594,0.545729,-0.519091,0.398213,-0.668442,0.100044,0.73444,0.061441
0.522809,0.545944,-0.520355,0.397299,-0.66859,0.10016,0.7343,0.061309
0.522008,0.546128,-0.521895,0.396078,-0.668761,0.100202,0.734144,0.061246
0.521533,0.545999,-0.523389,0.394908,-0.668924,0.100096,0.734012,0.061213
0.521799,0.545443,-0.524483,0.393871,-0.669047,0.099875,0.733933,0.061184
0.522344,0.544859,-0.525399,0.392735,-0.669092,0.099614,0.733927,0.061191
0.52281,0.544226,-0.526414,0.391632,-0.669061,0.099328,0.73399,0.06124
0.523523,0.54291,-0.527515,0.391025,-0.669009,0.098971,0.734083,0.061268
0.524541,0.54107,-0.528637,0.390695,-0.66897,0.098544,0.734178,0.061244
0.525497,0.539508,-0.529803,0.389992,-0.668989,0.098231,0.734198,0.061299
0.526353,0.538014,-0.531214,0.38898,-0.669193,0.098377,0.733959,0.061696
0.527271,0.53581,-0.533076,0.38823,-0.669618,0.099053,0.733416,0.062465
0.528228,0.533053,-0.535276,0.387698,-0.670038,0.09973,0.732882,0.063151
0.529257,0.53027,-0.537589,0.38691,-0.670222,0.099933,0.732666,0.063377
0.530545,0.527395,-0.540047,0.38565,-0.670209,0.099753,0.732714,0.063243
0.53211,0.524247,-0.542895,0.383782,-0.670152,0.099467,0.732825,0.063004
0.533552,0.520836,-0.546445,0.38138,-0.670081,0.099173,0.732936,0.062927
0.534689,0.516979,-0.550753,0.378829,-0.669807,0.098613,0.733228,0.063334
0.53604,0.512535,-0.555371,0.376207,-0.669064,0.09736,0.733981,0.064393
0.537795,0.507779,-0.559996,0.373284,-0.668034,0.095713,0.735016,0.065736
0.539651,0.503003,-0.564676,0.370008,-0.667286,0.094652,0.735741,0.066748
0.541762,0.498058,-0.569368,0.366404,-0.667019,0.094589,0.73595,0.067201
